1,16000000,2.100310
2,16000000,1.076701
4,16000000,0.643739
8,16000000,0.456383
16,16000000,0.380769
32,16000000,0.472980
1,1000000,0.118295
2,1000000,0.063011
4,1000000,0.038413
8,1000000,0.026444
16,1000000,0.015649
32,1000000,0.012238
1,2000000,0.241985
2,2000000,0.125879
4,2000000,0.076695
8,2000000,0.053554
16,2000000,0.044522
32,2000000,0.020580
1,4000000,0.495511
2,4000000,0.259582
4,4000000,0.153666
8,4000000,0.109939
16,4000000,0.095233
32,4000000,0.115593
1,8000000,1.018876
2,8000000,0.527142
4,8000000,0.313186
8,8000000,0.225378
16,8000000,0.192263
32,8000000,0.237471
