1,32000000,0.276352
1,32000000,0.276291
1,32000000,0.276288
1,32000000,0.276309
1,32000000,0.276408
1,32000000,0.276261
1,32000000,0.276265
1,32000000,0.276337
1,32000000,0.276317
1,32000000,0.276353
2,32000000,0.138925
2,32000000,0.138247
2,32000000,0.140874
2,32000000,0.138293
2,32000000,0.138716
2,32000000,0.138670
2,32000000,0.138526
2,32000000,0.138469
2,32000000,0.138434
2,32000000,0.138088
4,32000000,0.078686
4,32000000,0.076878
4,32000000,0.076878
4,32000000,0.078655
4,32000000,0.076883
4,32000000,0.077250
4,32000000,0.076971
4,32000000,0.076878
4,32000000,0.076943
4,32000000,0.076879
8,32000000,0.042921
8,32000000,0.044421
8,32000000,0.042988
8,32000000,0.044583
8,32000000,0.044456
8,32000000,0.044494
8,32000000,0.044473
8,32000000,0.044603
8,32000000,0.046261
8,32000000,0.044473
16,32000000,0.025533
16,32000000,0.023797
16,32000000,0.023854
16,32000000,0.025296
16,32000000,0.023973
16,32000000,0.023795
16,32000000,0.023983
16,32000000,0.025565
16,32000000,0.025651
16,32000000,0.023799
32,32000000,0.012522
32,32000000,0.012273
32,32000000,0.012595
32,32000000,0.012617
32,32000000,0.012496
32,32000000,0.013901
32,32000000,0.012556
32,32000000,0.012579
32,32000000,0.013774
32,32000000,0.013734
1,1000000,0.009037
1,1000000,0.008911
1,1000000,0.008938
1,1000000,0.008889
1,1000000,0.008901
1,1000000,0.008860
1,1000000,0.008814
1,1000000,0.009014
1,1000000,0.008783
1,1000000,0.008867
2,1000000,0.004507
2,1000000,0.004490
2,1000000,0.004473
2,1000000,0.005829
2,1000000,0.004370
2,1000000,0.004393
2,1000000,0.004374
2,1000000,0.004471
2,1000000,0.004356
2,1000000,0.004452
4,1000000,0.003884
4,1000000,0.003871
4,1000000,0.003905
4,1000000,0.003875
4,1000000,0.003874
4,1000000,0.003870
4,1000000,0.003883
4,1000000,0.003872
4,1000000,0.003887
4,1000000,0.003880
8,1000000,0.002857
8,1000000,0.001394
8,1000000,0.004481
8,1000000,0.002970
8,1000000,0.002852
8,1000000,0.002940
8,1000000,0.002905
8,1000000,0.004392
8,1000000,0.002901
8,1000000,0.004490
16,1000000,0.003805
16,1000000,0.003856
16,1000000,0.002312
16,1000000,0.002324
16,1000000,0.002257
16,1000000,0.003827
16,1000000,0.003778
16,1000000,0.002293
16,1000000,0.002266
16,1000000,0.003851
32,1000000,0.002136
32,1000000,0.001678
32,1000000,0.001719
32,1000000,0.001679
32,1000000,0.001759
32,1000000,0.001804
32,1000000,0.001727
32,1000000,0.001790
32,1000000,0.002829
32,1000000,0.001846
1,2000000,0.017555
1,2000000,0.017556
1,2000000,0.017540
1,2000000,0.017581
1,2000000,0.017628
1,2000000,0.017537
1,2000000,0.017492
1,2000000,0.017535
1,2000000,0.017611
1,2000000,0.017488
2,2000000,0.008728
2,2000000,0.008882
2,2000000,0.008810
2,2000000,0.008867
2,2000000,0.008843
2,2000000,0.008818
2,2000000,0.008712
2,2000000,0.008965
2,2000000,0.008882
2,2000000,0.008802
4,2000000,0.006765
4,2000000,0.006262
4,2000000,0.006279
4,2000000,0.006303
