1,32000000,3.050254
1,32000000,3.054016
1,32000000,3.050033
1,32000000,3.050576
1,32000000,3.048732
2,32000000,1.564624
2,32000000,1.562903
2,32000000,1.569419
2,32000000,1.576506
2,32000000,1.561784
4,32000000,0.923128
4,32000000,0.923843
4,32000000,0.924138
4,32000000,0.928895
4,32000000,0.922343
8,32000000,0.693175
8,32000000,0.697986
8,32000000,0.681289
8,32000000,0.696221
8,32000000,0.690258
16,32000000,0.702185
16,32000000,0.701356
16,32000000,0.657006
16,32000000,0.682831
16,32000000,0.643496
32,32000000,0.911091
32,32000000,0.909543
32,32000000,0.910626
32,32000000,0.908430
32,32000000,0.914573
1,1000000,0.083332
1,1000000,0.084355
1,1000000,0.090118
1,1000000,0.084235
1,1000000,0.083864
2,1000000,0.045922
2,1000000,0.045410
2,1000000,0.043797
2,1000000,0.045230
2,1000000,0.046289
4,1000000,0.026863
4,1000000,0.026714
4,1000000,0.026509
4,1000000,0.026805
4,1000000,0.026573
8,1000000,0.019971
8,1000000,0.019575
8,1000000,0.020163
8,1000000,0.018805
8,1000000,0.019245
16,1000000,0.010137
16,1000000,0.010176
16,1000000,0.011364
16,1000000,0.010789
16,1000000,0.010072
32,1000000,0.008772
32,1000000,0.007271
32,1000000,0.008522
32,1000000,0.008591
32,1000000,0.008487
1,2000000,0.171150
1,2000000,0.170924
1,2000000,0.169938
1,2000000,0.170278
1,2000000,0.169893
2,2000000,0.088520
2,2000000,0.089870
2,2000000,0.089643
2,2000000,0.089800
2,2000000,0.088234
4,2000000,0.053295
4,2000000,0.053058
4,2000000,0.053671
4,2000000,0.053755
4,2000000,0.053501
8,2000000,0.038320
8,2000000,0.037293
8,2000000,0.037665
8,2000000,0.038114
8,2000000,0.037556
16,2000000,0.037156
16,2000000,0.037064
16,2000000,0.036023
16,2000000,0.037063
16,2000000,0.037248
32,2000000,0.013998
32,2000000,0.014924
32,2000000,0.013628
32,2000000,0.015444
32,2000000,0.014378
1,4000000,0.351599
1,4000000,0.350347
1,4000000,0.349393
1,4000000,0.348900
1,4000000,0.349643
2,4000000,0.181649
2,4000000,0.178428
2,4000000,0.179116
2,4000000,0.178523
2,4000000,0.183174
4,4000000,0.107708
4,4000000,0.108496
4,4000000,0.106404
4,4000000,0.107434
4,4000000,0.107712
8,4000000,0.078525
8,4000000,0.078823
8,4000000,0.078784
8,4000000,0.078806
8,4000000,0.079027
16,4000000,0.073968
16,4000000,0.074217
16,4000000,0.073443
16,4000000,0.074072
16,4000000,0.074043
32,4000000,0.112131
32,4000000,0.111831
32,4000000,0.112706
32,4000000,0.112577
32,4000000,0.112573
1,8000000,0.729531
1,8000000,0.720301
1,8000000,0.719351
1,8000000,0.719856
1,8000000,0.719762
2,8000000,0.377510
2,8000000,0.368522
2,8000000,0.367850
2,8000000,0.376043
2,8000000,0.367230
4,8000000,0.217418
4,8000000,0.217878
4,8000000,0.218016
4,8000000,0.219508
4,8000000,0.218113
8,8000000,0.161060
8,8000000,0.164105
8,8000000,0.158212
8,8000000,0.158612
8,8000000,0.158624
16,8000000,0.153352
16,8000000,0.152936
16,8000000,0.154599
16,8000000,0.154422
16,8000000,0.155068
32,8000000,0.225539
32,8000000,0.226863
32,8000000,0.226456
32,8000000,0.224224
32,8000000,0.225862
1,16000000,1.485474
1,16000000,1.481713
1,16000000,1.483035
1,16000000,1.481977
1,16000000,1.483360
2,16000000,0.759264
2,16000000,0.758333
2,16000000,0.762580
2,16000000,0.757962
2,16000000,0.757744
4,16000000,0.448575
4,16000000,0.448769
4,16000000,0.448693
4,16000000,0.447557
4,16000000,0.452457
8,16000000,0.331734
8,16000000,0.325924
8,16000000,0.331323
8,16000000,0.327377
8,16000000,0.333230
16,16000000,0.331272
16,16000000,0.319365
16,16000000,0.315149
16,16000000,0.333634
16,16000000,0.320886
32,16000000,0.448816
32,16000000,0.452352
32,16000000,0.452285
32,16000000,0.452786
32,16000000,0.450789
